aplus启动了...
2016-11-11 14:15:47|main|DEBUG|<==      Total: 1|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:15:47|main|DEBUG|==>  Preparing: SELECT LEG_PER_COD, ORIG_FROM, STS, VERSION FROM TC_SUP_ORIG_FROM WHERE LEG_PER_COD = ? AND ORIG_TYPE = ? |JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:15:47|main|DEBUG|==> Parameters: 10000(String), 1(String)|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:15:47|main|DEBUG|<==      Total: 1|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:15:47|main|DEBUG|==>  Preparing: SELECT TASK_COD, LEG_PER_COD, ORIG_FROM, CONT1, CONT2, CONT3, CONT4, CONT5, CONT6, CONT7, CONT8, STG_COD, VERSION FROM TC_SUP_BATH_STG_INFO WHERE TASK_COD = ? AND LEG_PER_COD = ? AND ORIG_FROM = ? AND CONT1 = ? AND CONT2 = ? AND CONT3 = ? AND CONT4 = ? AND CONT5 = ? AND CONT6 = ? |JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:15:47|main|DEBUG|==> Parameters: DCM_acc_otd_itr(String), 10000(String), 99999(String), 01(String), 000(String), 02(String), 00(String), 0(String), 0(String)|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:15:47|main|DEBUG|<==      Total: 1|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:15:47|main|INFO|----------------------------------------------------|TcSupBathStgInfoServiceImpl.java|58|
2016-11-11 14:15:47|main|INFO|---------进入的序列：DM_acc_otd_itr_00000_01000_0100_0_0------------|TcSupBathStgInfoServiceImpl.java|59|
2016-11-11 14:15:47|main|INFO|----------------------------------------------------|TcSupBathStgInfoServiceImpl.java|60|
2016-11-11 14:17:09|main|DEBUG|==>  Preparing: SELECT STG_COD, EXEC_NUM, METHOD_NAME, METHOD_RMK, PARAM_NUM, PARAM_TYP, PARAM_NAME, PM_CF_COD,CLASS_NAME, COMMENTS FROM TC_SUP_PRM_CFG_INFO_EOD WHERE STG_COD = ? ORDER BY TO_NUMBER(EXEC_NUM),TO_NUMBER(PARAM_NUM) |JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:17:09|main|DEBUG|==> Parameters: DM_acc_otd_itr_00000_01000_0100_0_0(String)|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:17:09|main|DEBUG|<==      Total: 16|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:17:09|main|DEBUG|执行序号：1|AppAbsProcessor.java|113|
2016-11-11 14:19:58|main|DEBUG|执行序号：2|AppAbsProcessor.java|113|
2016-11-11 14:20:35|main|DEBUG|执行序号：3|AppAbsProcessor.java|113|
2016-11-11 14:21:18|main|DEBUG|执行序号：4|AppAbsProcessor.java|113|
2016-11-11 14:21:34|main|DEBUG|执行序号：5|AppAbsProcessor.java|113|
2016-11-11 14:23:28|main|DEBUG|==>  Preparing: update TB_SUP_ACCOUNT_INFO SET NOR_OTD_101 = ?, NOR_ITR_101 = ?, NOR_PNS_ITR_101 = ?, DVL_OTD_102 = ?, DVL_ITR_102 = ?, DVL_PNS_ITR_102 = ?, IN_NOR_PNS_ITR_206 = ?, OUT_NOR_PNS_ITR_209 = ?, IN_DFT_PNS_ITR_207 = ?, OUT_DFT_PNS_ITR_210 = ?, ART_COST_OTD = ?, BUS_LST_DATE = ? WHERE LEG_PER_COD = ? AND TAL_DEP = ? AND DUE_NUM = ? |JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:23:28|main|DEBUG|==> Parameters: 0(BigDecimal), 62.000000(BigDecimal), 15.000000(BigDecimal), 0(BigDecimal), 13(BigDecimal), 16(BigDecimal), 17.000000(BigDecimal), 19.000000(BigDecimal), 18.000000(BigDecimal), 20.000000(BigDecimal), 64.000000(BigDecimal), 20150115(String), 10000(String), 10004(String), DEBX005(String)|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:23:28|main|DEBUG|<==    Updates: 1|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:24:08|main|DEBUG|==>  Preparing: update TB_SUP_LOAN_INFO SET ACC_OTD_DATE = ? WHERE LEG_PER_COD = ? AND TAL_DEP = ? AND DUE_NUM = ? |JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:24:08|main|DEBUG|==> Parameters: 20150115(String), 10000(String), 10004(String), DEBX005(String)|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:24:08|main|DEBUG|<==    Updates: 1|JakartaCommonsLoggingImpl.java|54|
2016-11-11 14:24:08|Thread-2|DEBUG|清除SpringContextHolder中的ApplicationContext:org.springframework.context.annotation.AnnotationConfigApplicationContext@1eef9aef: startup date [Fri Nov 11 14:14:41 CST 2016]; root of context hierarchy|SpringContextHolder.java|87|
2016-11-11 14:24:08|Thread-2|DEBUG|清除SpringContextHolder中的ApplicationContext:null|SpringContextHolder.java|87|
